Time	1FF	1Ia	1Vm	2FF	2Vm	AVm	BIa	BVm	
0.2648	0	-5E-09	-0.1164552	0.1726227	-0.03547547	-0.04802013	0	-0.1	
0.265	0	-5E-09	-0.1164552	0.1726227	-0.03547547	-0.04798013	0	-0.1	
0.2652	0	-5E-09	-0.1164552	0.1726227	-0.03547547	-0.04794013	0	-0.1	
0.2654	0	-5E-09	-0.1164552	0.1726227	-0.03547547	-0.04790013	0	-0.1	
0.2656	0	-5E-09	-0.1164552	0.1726227	-0.03547547	-0.04786013	0	-0.1	
0.2658	0	-5E-09	-0.1165261	0.1744862	-0.03510276	-0.04782013	0	-0.1	
0.266	0	-5E-09	-0.1165261	0.1744862	-0.03510276	-0.04778013	0	-0.1	
0.2662	0	-5E-09	-0.1165261	0.1744862	-0.03510276	-0.04774013	0	-0.1	
0.2664	0	-5E-09	-0.1165261	0.1744862	-0.03510276	-0.04770013	0	-0.1	
0.2666	0	-5E-09	-0.1165261	0.1744862	-0.03510276	-0.04766013	0	-0.1	
0.2668	0	-5E-09	-0.1165261	0.1744862	-0.03510276	-0.04762013	0	-0.1	
0.267	0	-5E-09	-0.1165261	0.1744862	-0.03510276	-0.04758013	0	-0.1	
0.2672	0	-5E-09	-0.1165261	0.1744862	-0.03510276	-0.04754013	0	-0.1	
0.2674	0	-5E-09	-0.1165261	0.1744862	-0.03510276	-0.04750013	0	-0.1	
0.2676	0	-5E-09	-0.1165261	0.1744862	-0.03510276	-0.04746013	0	-0.1	
0.2678	0	-5E-09	-0.1165956	0.1763525	-0.0347295	-0.04742013	0	-0.1	
0.268	0	-5E-09	-0.1165956	0.1763525	-0.0347295	-0.04738013	0	-0.1	
0.2682	0	-5E-09	-0.1165956	0.1763525	-0.0347295	-0.04734013	0	-0.1	
0.2684	0	-5E-09	-0.1165956	0.1763525	-0.0347295	-0.04730013	0	-0.1	
0.2686	0	-5E-09	-0.1165956	0.1763525	-0.0347295	-0.04726013	0	-0.1	
0.2688	0	-5E-09	-0.1165956	0.1763525	-0.0347295	-0.04722013	0	-0.1	
0.269	0	-5E-09	-0.1165956	0.1763525	-0.0347295	-0.04718013	0	-0.1	
0.2692	0	-5E-09	-0.1165956	0.1763525	-0.0347295	-0.04714013	0	-0.1	
0.2694	0	-5E-09	-0.1165956	0.1763525	-0.0347295	-0.04710013	0	-0.1	
0.2696	0	-5E-09	-0.1165956	0.1763525	-0.0347295	-0.04706013	0	-0.1	
0.2698	0	-5E-09	-0.1166637	0.1782214	-0.03435571	-0.04702013	0	-0.1	
0.27	0	-5E-09	-0.1166637	0.1782214	-0.03435571	-0.04698013	0	-0.1	
0.2702	0	-5E-09	-0.1166637	0.1782214	-0.03435571	-0.04694013	0	-0.1	
0.2704	0	-5E-09	-0.1166637	0.1782214	-0.03435571	-0.04690013	0	-0.1	
0.2706	0	-5E-09	-0.1166637	0.1782214	-0.03435571	-0.04686013	0	-0.1	
0.2708	0	-5E-09	-0.1166637	0.1782214	-0.03435571	-0.04682013	0	-0.1	
0.271	0	-5E-09	-0.1166637	0.1782214	-0.03435571	-0.04678013	0	-0.1	
0.2712	0	-5E-09	-0.1166637	0.1782214	-0.03435571	-0.04674013	0	-0.1	
0.2714	0	-5E-09	-0.1166637	0.1782214	-0.03435571	-0.04670013	0	-0.1	
0.2716	0	-5E-09	-0.1166637	0.1782214	-0.03435571	-0.04666013	0	-0.1	
0.2718	0	-5E-09	-0.1167304	0.180093	-0.0339814	-0.04662013	0	-0.1	
0.272	0	-5E-09	-0.1167304	0.180093	-0.0339814	-0.04658013	0	-0.1	
0.2722	0	-5E-09	-0.1167304	0.180093	-0.0339814	-0.04654013	0	-0.1	
0.2724	0	-5E-09	-0.1167304	0.180093	-0.0339814	-0.04650013	0	-0.1	
0.2726	0	-5E-09	-0.1167304	0.180093	-0.0339814	-0.04646013	0	-0.1	
0.2728	0	-5E-09	-0.1167304	0.180093	-0.0339814	-0.04642013	0	-0.1	
0.273	0	-5E-09	-0.1167304	0.180093	-0.0339814	-0.04638013	0	-0.1	
0.2732	0	-5E-09	-0.1167304	0.180093	-0.0339814	-0.04634013	0	-0.1	
0.2734	0	-5E-09	-0.1167304	0.180093	-0.0339814	-0.04630013	0	-0.1	
0.2736	0	-5E-09	-0.1167304	0.180093	-0.0339814	-0.04626013	0	-0.1	
0.2738	0	-5E-09	-0.1167958	0.1819671	-0.03360657	-0.04622013	0	-0.1	
0.274	0	-5E-09	-0.1167958	0.1819671	-0.03360657	-0.04618013	0	-0.1	
0.2742	0	-5E-09	-0.1167958	0.1819671	-0.03360657	-0.04614013	0	-0.1	
0.2744	0	-5E-09	-0.1167958	0.1819671	-0.03360657	-0.04610013	0	-0.1	
0.2746	0	-5E-09	-0.1167958	0.1819671	-0.03360657	-0.04606013	0	-0.1	
0.2748	0	-5E-09	-0.1167958	0.1819671	-0.03360657	-0.04602013	0	-0.1	
0.275	0	-5E-09	-0.1167958	0.1819671	-0.03360657	-0.04598013	0	-0.1	
0.2752	0	-5E-09	-0.1167958	0.1819671	-0.03360657	-0.04594013	0	-0.1	
0.2754	0	-5E-09	-0.1167958	0.1819671	-0.03360657	-0.04590013	0	-0.1	
0.2756	0	-5E-09	-0.1167958	0.1819671	-0.03360657	-0.04586013	0	-0.1	
0.2758	0	-5E-09	-0.1168599	0.1838438	-0.03323124	-0.04582013	0	-0.1	
0.276	0	-5E-09	-0.1168599	0.1838438	-0.03323124	-0.04578013	0	-0.1	
0.2762	0	-5E-09	-0.1168599	0.1838438	-0.03323124	-0.04574013	0	-0.1	
0.2764	0	-5E-09	-0.1168599	0.1838438	-0.03323124	-0.04570013	0	-0.1	
0.2766	0	-5E-09	-0.1168599	0.1838438	-0.03323124	-0.04566013	0	-0.1	
0.2768	0	-5E-09	-0.1168599	0.1838438	-0.03323124	-0.04562013	0	-0.1	
0.277	0	-5E-09	-0.1168599	0.1838438	-0.03323124	-0.04558013	0	-0.1	
0.2772	0	-5E-09	-0.1168599	0.1838438	-0.03323124	-0.04554013	0	-0.1	
0.2774	0	-5E-09	-0.1168599	0.1838438	-0.03323124	-0.04550013	0	-0.1	
0.2776	0	-5E-09	-0.1168599	0.1838438	-0.03323124	-0.04546013	0	-0.1	
0.2778	0	-5E-09	-0.1169227	0.1857229	-0.03285542	-0.04542013	0	-0.1	
0.278	0	-5E-09	-0.1169227	0.1857229	-0.03285542	-0.04538013	0	-0.1	
0.2782	0	-5E-09	-0.1169227	0.1857229	-0.03285542	-0.04534013	0	-0.1	
0.2784	0	-5E-09	-0.1169227	0.1857229	-0.03285542	-0.04530013	0	-0.1	
0.2786	0	-5E-09	-0.1169227	0.1857229	-0.03285542	-0.04526013	0	-0.1	
0.2788	0	-5E-09	-0.1169227	0.1857229	-0.03285542	-0.04522013	0	-0.1	
0.279	0	-5E-09	-0.1169227	0.1857229	-0.03285542	-0.04518013	0	-0.1	
0.2792	0	-5E-09	-0.1169227	0.1857229	-0.03285542	-0.04514013	0	-0.1	
0.2794	0	-5E-09	-0.1169227	0.1857229	-0.03285542	-0.04510013	0	-0.1	
0.2796	0	-5E-09	-0.1169227	0.1857229	-0.03285542	-0.04506013	0	-0.1	
0.2798	0	-5E-09	-0.1169843	0.1876044	-0.03247911	-0.04502013	0	-0.1	
0.28	0	-5E-09	-0.1169843	0.1876044	-0.03247911	-0.04498013	0	-0.1	
0.2802	0	-5E-09	-0.1169843	0.1876044	-0.03247911	-0.04494013	0	-0.1	
0.2804	0	-5E-09	-0.1169843	0.1876044	-0.03247911	-0.04490013	0	-0.1	
0.2806	0	-5E-09	-0.1169843	0.1876044	-0.03247911	-0.04486013	0	-0.1	
0.2808	0	-5E-09	-0.1169843	0.1876044	-0.03247911	-0.04482013	0	-0.1	
0.281	0	-5E-09	-0.1169843	0.1876044	-0.03247911	-0.04478013	0	-0.1	
0.2812	0	-5E-09	-0.1169843	0.1876044	-0.03247911	-0.04474013	0	-0.1	
0.2814	0	-5E-09	-0.1169843	0.1876044	-0.03247911	-0.04470013	0	-0.1	
0.2816	0	-5E-09	-0.1169843	0.1876044	-0.03247911	-0.04466013	0	-0.1	
0.2818	0	-5E-09	-0.1170446	0.1894884	-0.03210233	-0.04462013	0	-0.1	
0.282	0	-5E-09	-0.1170446	0.1894884	-0.03210233	-0.04458013	0	-0.1	
0.2822	0	-5E-09	-0.1170446	0.1894884	-0.03210233	-0.04454013	0	-0.1	
0.2824	0	-5E-09	-0.1170446	0.1894884	-0.03210233	-0.04450013	0	-0.1	
0.2826	0	-5E-09	-0.1170446	0.1894884	-0.03210233	-0.04446013	0	-0.1	
0.2828	0	-5E-09	-0.1170446	0.1894884	-0.03210233	-0.04442013	0	-0.1	
0.283	0	-5E-09	-0.1170446	0.1894884	-0.03210233	-0.04438013	0	-0.1	
0.2832	0	-5E-09	-0.1170446	0.1894884	-0.03210233	-0.04434013	0	-0.1	
0.2834	0	-5E-09	-0.1170446	0.1894884	-0.03210233	-0.04430013	0	-0.1	
0.2836	0	-5E-09	-0.1170446	0.1894884	-0.03210233	-0.04426013	0	-0.1	
0.2838	0	-5E-09	-0.1171037	0.1913746	-0.03172508	-0.04422013	0	-0.1	
0.284	0	-5E-09	-0.1171037	0.1913746	-0.03172508	-0.04418013	0	-0.1	
0.2842	0	-5E-09	-0.1171037	0.1913746	-0.03172508	-0.04414013	0	-0.1	
0.2844	0	-5E-09	-0.1171037	0.1913746	-0.03172508	-0.04410013	0	-0.1	
0.2846	0	-5E-09	-0.1171037	0.1913746	-0.03172508	-0.04406013	0	-0.1	
0.2848	0	-5E-09	-0.1171037	0.1913746	-0.03172508	-0.04402013	0	-0.1	
0.285	0	-5E-09	-0.1171037	0.1913746	-0.03172508	-0.04398013	0	-0.1	
0.2852	0	-5E-09	-0.1171037	0.1913746	-0.03172508	-0.04394013	0	-0.1	
0.2854	0	-5E-09	-0.1171037	0.1913746	-0.03172508	-0.04390013	0	-0.1	
0.2856	0	-5E-09	-0.1171037	0.1913746	-0.03172508	-0.04386013	0	-0.1	
0.2858	0	-5E-09	-0.1171616	0.1932631	-0.03134738	-0.04382013	0	-0.1	
0.286	0	-5E-09	-0.1171616	0.1932631	-0.03134738	-0.04378013	0	-0.1	
0.2862	0	-5E-09	-0.1171616	0.1932631	-0.03134738	-0.04374013	0	-0.1	
0.2864	0	-5E-09	-0.1171616	0.1932631	-0.03134738	-0.04370013	0	-0.1	
0.2866	0	-5E-09	-0.1171616	0.1932631	-0.03134738	-0.04366013	0	-0.1	
0.2868	0	-5E-09	-0.1171616	0.1932631	-0.03134738	-0.04362013	0	-0.1	
0.287	0	-5E-09	-0.1171616	0.1932631	-0.03134738	-0.04358013	0	-0.1	
0.2872	0	-5E-09	-0.1171616	0.1932631	-0.03134738	-0.04354013	0	-0.1	
0.2874	0	-5E-09	-0.1171616	0.1932631	-0.03134738	-0.04350013	0	-0.1	
0.2876	0	-5E-09	-0.1171616	0.1932631	-0.03134738	-0.04346013	0	-0.1	
0.2878	0	-5E-09	-0.1172184	0.1951538	-0.03096923	-0.04342013	0	-0.1	
0.288	0	-5E-09	-0.1172184	0.1951538	-0.03096923	-0.04338013	0	-0.1	
0.2882	0	-5E-09	-0.1172184	0.1951538	-0.03096923	-0.04334013	0	-0.1	
0.2884	0	-5E-09	-0.1172184	0.1951538	-0.03096923	-0.04330013	0	-0.1	
0.2886	0	-5E-09	-0.1172184	0.1951538	-0.03096923	-0.04326013	0	-0.1	
0.2888	0	-5E-09	-0.1172184	0.1951538	-0.03096923	-0.04322013	0	-0.1	
0.289	0	-5E-09	-0.1172184	0.1951538	-0.03096923	-0.04318013	0	-0.1	
0.2892	0	-5E-09	-0.1172184	0.1951538	-0.03096923	-0.04314013	0	-0.1	
0.2894	0	-5E-09	-0.1172184	0.1951538	-0.03096923	-0.04310013	0	-0.1	
0.2896	0	-5E-09	-0.1172184	0.1951538	-0.03096923	-0.04306013	0	-0.1	
0.2898	0	-5E-09	-0.117274	0.1970468	-0.03059065	-0.04302013	0	-0.1	
0.29	0	-5E-09	-0.117274	0.1970468	-0.03059065	-0.04298013	0	-0.1	
0.2902	0	-5E-09	-0.117274	0.1970468	-0.03059065	-0.04294013	0	-0.1	
0.2904	0	-5E-09	-0.117274	0.1970468	-0.03059065	-0.04290013	0	-0.1	
0.2906	0	-5E-09	-0.117274	0.1970468	-0.03059065	-0.04286013	0	-0.1	
0.2908	0	-5E-09	-0.117274	0.1970468	-0.03059065	-0.04282013	0	-0.1	
0.291	0	-5E-09	-0.117274	0.1970468	-0.03059065	-0.04278013	0	-0.1	
0.2912	0	-5E-09	-0.117274	0.1970468	-0.03059065	-0.04274013	0	-0.1	
0.2914	0	-5E-09	-0.117274	0.1970468	-0.03059065	-0.04270013	0	-0.1	
0.2916	0	-5E-09	-0.117274	0.1970468	-0.03059065	-0.04266013	0	-0.1	
0.2918	0	-5E-09	-0.1173285	0.1989418	-0.03021163	-0.04262013	0	-0.1	
0.292	0	-5E-09	-0.1173285	0.1989418	-0.03021163	-0.04258013	0	-0.1	
0.2922	0	-5E-09	-0.1173285	0.1989418	-0.03021163	-0.04254013	0	-0.1	
0.2924	0	-5E-09	-0.1173285	0.1989418	-0.03021163	-0.04250013	0	-0.1	
0.2926	0	-5E-09	-0.1173285	0.1989418	-0.03021163	-0.04246013	0	-0.1	
0.2928	0	-5E-09	-0.1173285	0.1989418	-0.03021163	-0.04242013	0	-0.1	
0.293	0	-5E-09	-0.1173285	0.1989418	-0.03021163	-0.04238013	0	-0.1	
0.2932	0	-5E-09	-0.1173285	0.1989418	-0.03021163	-0.04234013	0	-0.1	
0.2934	0	-5E-09	-0.1173285	0.1989418	-0.03021163	-0.04230013	0	-0.1	
0.2936	0	-5E-09	-0.1173285	0.1989418	-0.03021163	-0.04226013	0	-0.1	
0.2938	0	-5E-09	-0.117382	0.200839	-0.0298322	-0.04222013	0	-0.1	
0.294	0	-5E-09	-0.117382	0.200839	-0.0298322	-0.04218013	0	-0.1	
0.2942	0	-5E-09	-0.117382	0.200839	-0.0298322	-0.04214013	0	-0.1	
0.2944	0	-5E-09	-0.117382	0.200839	-0.0298322	-0.04210013	0	-0.1	
0.2946	0	-5E-09	-0.117382	0.200839	-0.0298322	-0.04206013	0	-0.1	
0.2948	0	-5E-09	-0.117382	0.200839	-0.0298322	-0.04202013	0	-0.1	
0.295	0	-5E-09	-0.117382	0.200839	-0.0298322	-0.04198013	0	-0.1	
0.2952	0	-5E-09	-0.117382	0.200839	-0.0298322	-0.04194013	0	-0.1	
0.2954	0	-5E-09	-0.117382	0.200839	-0.0298322	-0.04190013	0	-0.1	
0.2956	0	-5E-09	-0.117382	0.200839	-0.0298322	-0.04186013	0	-0.1	
0.2958	0	-5E-09	-0.1174343	0.2027382	-0.02945235	-0.04182013	0	-0.1	
0.296	0	-5E-09	-0.1174343	0.2027382	-0.02945235	-0.04178013	0	-0.1	
0.2962	0	-5E-09	-0.1174343	0.2027382	-0.02945235	-0.04174013	0	-0.1	
0.2964	0	-5E-09	-0.1174343	0.2027382	-0.02945235	-0.04170013	0	-0.1	
0.2966	0	-5E-09	-0.1174343	0.2027382	-0.02945235	-0.04166013	0	-0.1	
0.2968	0	-5E-09	-0.1174343	0.2027382	-0.02945235	-0.04162013	0	-0.1	
0.297	0	-5E-09	-0.1174343	0.2027382	-0.02945235	-0.04158013	0	-0.1	
0.2972	0	-5E-09	-0.1174343	0.2027382	-0.02945235	-0.04154013	0	-0.1	
0.2974	0	-5E-09	-0.1174343	0.2027382	-0.02945235	-0.04150013	0	-0.1	
0.2976	0	-5E-09	-0.1174343	0.2027382	-0.02945235	-0.04146013	0	-0.1	
0.2978	0	-5E-09	-0.1174856	0.2046395	-0.02907211	-0.04142013	0	-0.1	
0.298	0	-5E-09	-0.1174856	0.2046395	-0.02907211	-0.04138013	0	-0.1	
0.2982	0	-5E-09	-0.1174856	0.2046395	-0.02907211	-0.04134013	0	-0.1	
0.2984	0	-5E-09	-0.1174856	0.2046395	-0.02907211	-0.04130013	0	-0.1	
0.2986	0	-5E-09	-0.1174856	0.2046395	-0.02907211	-0.04126013	0	-0.1	
0.2988	0	-5E-09	-0.1174856	0.2046395	-0.02907211	-0.04122013	0	-0.1	
0.299	0	-5E-09	-0.1174856	0.2046395	-0.02907211	-0.04118013	0	-0.1	
0.2992	0	-5E-09	-0.1174856	0.2046395	-0.02907211	-0.04114013	0	-0.1	
0.2994	0	-5E-09	-0.1174856	0.2046395	-0.02907211	-0.04110013	0	-0.1	
0.2996	0	-5E-09	-0.1174856	0.2046395	-0.02907211	-0.04106013	0	-0.1	
0.2998	0	-5E-09	-0.1175359	0.2065427	-0.02869146	-0.04102013	0	-0.1	
0.3	0	-5E-09	-0.1175359	0.2065427	-0.02869146	-0.04098013	0	-0.1	
0.3002	0	-5E-09	-0.1175359	0.2065427	-0.02869146	-0.04094013	0	-0.1	
0.3004	0	-5E-09	-0.1175359	0.2065427	-0.02869146	-0.04090013	0	-0.1	
0.3006	0	-5E-09	-0.1175359	0.2065427	-0.02869146	-0.04086013	0	-0.1	
0.3008	0	-5E-09	-0.1175359	0.2065427	-0.02869146	-0.04082013	0	-0.1	
0.301	0	-5E-09	-0.1175359	0.2065427	-0.02869146	-0.04078013	0	-0.1	
0.3012	0	-5E-09	-0.1175359	0.2065427	-0.02869146	-0.04074013	0	-0.1	
0.3014	0	-5E-09	-0.1175359	0.2065427	-0.02869146	-0.04070013	0	-0.1	
0.3016	0	-5E-09	-0.1175359	0.2065427	-0.02869146	-0.04066013	0	-0.1	
0.3018	0	-5E-09	-0.1175852	0.2084478	-0.02831043	-0.04062013	0	-0.1	
0.302	0	-5E-09	-0.1175852	0.2084478	-0.02831043	-0.04058013	0	-0.1	
0.3022	0	-5E-09	-0.1175852	0.2084478	-0.02831043	-0.04054013	0	-0.1	
0.3024	0	-5E-09	-0.1175852	0.2084478	-0.02831043	-0.04050013	0	-0.1	
0.3026	0	-5E-09	-0.1175852	0.2084478	-0.02831043	-0.04046013	0	-0.1	
0.3028	0	-5E-09	-0.1175852	0.2084478	-0.02831043	-0.04042013	0	-0.1	
0.303	0	-5E-09	-0.1175852	0.2084478	-0.02831043	-0.04038013	0	-0.1	
0.3032	0	-5E-09	-0.1175852	0.2084478	-0.02831043	-0.04034013	0	-0.1	
0.3034	0	-5E-09	-0.1175852	0.2084478	-0.02831043	-0.04030013	0	-0.1	
0.3036	0	-5E-09	-0.1175852	0.2084478	-0.02831043	-0.04026013	0	-0.1	
0.3038	0	-5E-09	-0.1176335	0.2103549	-0.02792902	-0.04022013	0	-0.1	
0.304	0	-5E-09	-0.1176335	0.2103549	-0.02792902	-0.04018013	0	-0.1	
0.3042	0	-5E-09	-0.1176335	0.2103549	-0.02792902	-0.04014013	0	-0.1	
0.3044	0	-5E-09	-0.1176335	0.2103549	-0.02792902	-0.04010013	0	-0.1	
0.3046	0	-5E-09	-0.1176335	0.2103549	-0.02792902	-0.04006013	0	-0.1	
0.3048	0	-5E-09	-0.1176335	0.2103549	-0.02792902	-0.04002013	0	-0.1	
0.305	0	-5E-09	-0.1176335	0.2103549	-0.02792902	-0.03998013	0	-0.1	
0.3052	0	-5E-09	-0.1176335	0.2103549	-0.02792902	-0.03994013	0	-0.1	
0.3054	0	-5E-09	-0.1176335	0.2103549	-0.02792902	-0.03990013	0	-0.1	
0.3056	0	-5E-09	-0.1176335	0.2103549	-0.02792902	-0.03986013	0	-0.1	
0.3058	0	-5E-09	-0.1176808	0.2122638	-0.02754724	-0.03982013	0	-0.1	
0.306	0	-5E-09	-0.1176808	0.2122638	-0.02754724	-0.03978013	0	-0.1	
0.3062	0	-5E-09	-0.1176808	0.2122638	-0.02754724	-0.03974013	0	-0.1	
0.3064	0	-5E-09	-0.1176808	0.2122638	-0.02754724	-0.03970013	0	-0.1	
0.3066	0	-5E-09	-0.1176808	0.2122638	-0.02754724	-0.03966013	0	-0.1	
0.3068	0	-5E-09	-0.1176808	0.2122638	-0.02754724	-0.03962013	0	-0.1	
0.307	0	-5E-09	-0.1176808	0.2122638	-0.02754724	-0.03958013	0	-0.1	
0.3072	0	-5E-09	-0.1176808	0.2122638	-0.02754724	-0.03954013	0	-0.1	
0.3074	0	-5E-09	-0.1176808	0.2122638	-0.02754724	-0.03950013	0	-0.1	
0.3076	0	-5E-09	-0.1176808	0.2122638	-0.02754724	-0.03946013	0	-0.1	
0.3078	0	-5E-09	-0.1177272	0.2141745	-0.0271651	-0.03942013	0	-0.1	
0.308	0	-5E-09	-0.1177272	0.2141745	-0.0271651	-0.03938013	0	-0.1	
0.3082	0	-5E-09	-0.1177272	0.2141745	-0.0271651	-0.03934013	0	-0.1	
0.3084	0	-5E-09	-0.1177272	0.2141745	-0.0271651	-0.03930013	0	-0.1	
0.3086	0	-5E-09	-0.1177272	0.2141745	-0.0271651	-0.03926013	0	-0.1	
0.3088	0	-5E-09	-0.1177272	0.2141745	-0.0271651	-0.03922013	0	-0.1	
0.309	0	-5E-09	-0.1177272	0.2141745	-0.0271651	-0.03918013	0	-0.1	
0.3092	0	-5E-09	-0.1177272	0.2141745	-0.0271651	-0.03914014	0	-0.1	
0.3094	0	-5E-09	-0.1177272	0.2141745	-0.0271651	-0.03910013	0	-0.1	
0.3096	0	-5E-09	-0.1177272	0.2141745	-0.0271651	-0.03906013	0	-0.1	
0.3098	0	-5E-09	-0.1177727	0.216087	-0.0267826	-0.03902013	0	-0.1	
0.31	0	-5E-09	-0.1177727	0.216087	-0.0267826	-0.03898013	0	-0.1	
0.3102	0	-5E-09	-0.1177727	0.216087	-0.0267826	-0.03894014	0	-0.1	
0.3104	0	-5E-09	-0.1177727	0.216087	-0.0267826	-0.03890013	0	-0.1	
0.3106	0	-5E-09	-0.1177727	0.216087	-0.0267826	-0.03886013	0	-0.1	
0.3108	0	-5E-09	-0.1177727	0.216087	-0.0267826	-0.03882013	0	-0.1	
0.311	0	-5E-09	-0.1177727	0.216087	-0.0267826	-0.03878013	0	-0.1	
0.3112	0	-5E-09	-0.1177727	0.216087	-0.0267826	-0.03874013	0	-0.1	
0.3114	0	-5E-09	-0.1177727	0.216087	-0.0267826	-0.03870013	0	-0.1	
0.3116	0	-5E-09	-0.1177727	0.216087	-0.0267826	-0.03866014	0	-0.1	
0.3118	0	-5E-09	-0.1178172	0.2180013	-0.02639975	-0.03862013	0	-0.1	
0.312	0	-5E-09	-0.1178172	0.2180013	-0.02639975	-0.03858013	0	-0.1	
0.3122	0	-5E-09	-0.1178172	0.2180013	-0.02639975	-0.03854013	0	-0.1	
0.3124	0	-5E-09	-0.1178172	0.2180013	-0.02639975	-0.03850013	0	-0.1	
0.3126	0	-5E-09	-0.1178172	0.2180013	-0.02639975	-0.03846013	0	-0.1	
0.3128	0	-5E-09	-0.1178172	0.2180013	-0.02639975	-0.03842013	0	-0.1	
0.313	0	-5E-09	-0.1178172	0.2180013	-0.02639975	-0.03838013	0	-0.1	
0.3132	0	-5E-09	-0.1178172	0.2180013	-0.02639975	-0.03834013	0	-0.1	
0.3134	0	-5E-09	-0.1178172	0.2180013	-0.02639975	-0.03830013	0	-0.1	
0.3136	0	-5E-09	-0.1178172	0.2180013	-0.02639975	-0.03826013	0	-0.1	
0.3138	0	-5E-09	-0.1178609	0.2199172	-0.02601655	-0.03822013	0	-0.1	
0.314	0	-5E-09	-0.1178609	0.2199172	-0.02601655	-0.03818014	0	-0.1	
0.3142	0	-5E-09	-0.1178609	0.2199172	-0.02601655	-0.03814013	0	-0.1	
0.3144	0	-5E-09	-0.1178609	0.2199172	-0.02601655	-0.03810013	0	-0.1	
0.3146	0	-5E-09	-0.1178609	0.2199172	-0.02601655	-0.03806013	0	-0.1	
0.3148	0	-5E-09	-0.1178609	0.2199172	-0.02601655	-0.03802013	0	-0.1	
0.315	0	-5E-09	-0.1178609	0.2199172	-0.02601655	-0.03798013	0	-0.1	
0.3152	0	-5E-09	-0.1178609	0.2199172	-0.02601655	-0.03794013	0	-0.1	
0.3154	0	-5E-09	-0.1178609	0.2199172	-0.02601655	-0.03790013	0	-0.1	
0.3156	0	-5E-09	-0.1178609	0.2199172	-0.02601655	-0.03786013	0	-0.1	
0.3158	0	-5E-09	-0.1179036	0.2218349	-0.02563302	-0.03782013	0	-0.1	
0.316	0	-5E-09	-0.1179036	0.2218349	-0.02563302	-0.03778013	0	-0.1	
0.3162	0	-5E-09	-0.1179036	0.2218349	-0.02563302	-0.03774013	0	-0.1	
0.3164	0	-5E-09	-0.1179036	0.2218349	-0.02563302	-0.03770014	0	-0.1	
0.3166	0	-5E-09	-0.1179036	0.2218349	-0.02563302	-0.03766013	0	-0.1	
0.3168	0	-5E-09	-0.1179036	0.2218349	-0.02563302	-0.03762013	0	-0.1	
0.317	0	-5E-09	-0.1179036	0.2218349	-0.02563302	-0.03758013	0	-0.1	
0.3172	0	-5E-09	-0.1179036	0.2218349	-0.02563302	-0.03754013	0	-0.1	
0.3174	0	-5E-09	-0.1179036	0.2218349	-0.02563302	-0.03750013	0	-0.1	
0.3176	0	-5E-09	-0.1179036	0.2218349	-0.02563302	-0.03746013	0	-0.1	
0.3178	0	-5E-09	-0.1179456	0.2237542	-0.02524916	-0.03742013	0	-0.1	
0.318	0	-5E-09	-0.1179456	0.2237542	-0.02524916	-0.03738013	0	-0.1	
0.3182	0	-5E-09	-0.1179456	0.2237542	-0.02524916	-0.03734013	0	-0.1	
0.3184	0	-5E-09	-0.1179456	0.2237542	-0.02524916	-0.03730013	0	-0.1	
0.3186	0	-5E-09	-0.1179456	0.2237542	-0.02524916	-0.03726013	0	-0.1	
0.3188	0	-5E-09	-0.1179456	0.2237542	-0.02524916	-0.03722014	0	-0.1	
0.319	0	-5E-09	-0.1179456	0.2237542	-0.02524916	-0.03718013	0	-0.1	
0.3192	0	-5E-09	-0.1179456	0.2237542	-0.02524916	-0.03714013	0	-0.1	
0.3194	0	-5E-09	-0.1179456	0.2237542	-0.02524916	-0.03710013	0	-0.1	
0.3196	0	-5E-09	-0.1179456	0.2237542	-0.02524916	-0.03706013	0	-0.1	
0.3198	0	-5E-09	-0.1179867	0.2256751	-0.02486498	-0.03702013	0	-0.1	
0.32	0	-5E-09	-0.1179867	0.2256751	-0.02486498	-0.03698013	0	-0.1	
0.3202	0	-5E-09	-0.1179867	0.2256751	-0.02486498	-0.03694014	0	-0.1	
0.3204	0	-5E-09	-0.1179867	0.2256751	-0.02486498	-0.03690013	0	-0.1	
0.3206	0	-5E-09	-0.1179867	0.2256751	-0.02486498	-0.03686013	0	-0.1	
0.3208	0	-5E-09	-0.1179867	0.2256751	-0.02486498	-0.03682013	0	-0.1	
0.321	0	-5E-09	-0.1179867	0.2256751	-0.02486498	-0.03678013	0	-0.1	
0.3212	0	-5E-09	-0.1179867	0.2256751	-0.02486498	-0.03674013	0	-0.1	
0.3214	0	-5E-09	-0.1179867	0.2256751	-0.02486498	-0.03670013	0	-0.1	
0.3216	0	-5E-09	-0.1179867	0.2256751	-0.02486498	-0.03666013	0	-0.1	
0.3218	0	-5E-09	-0.1180269	0.2275976	-0.02448048	-0.03662013	0	-0.1	
0.322	0	-5E-09	-0.1180269	0.2275976	-0.02448048	-0.03658013	0	-0.1	
0.3222	0	-5E-09	-0.1180269	0.2275976	-0.02448048	-0.03654013	0	-0.1	
0.3224	0	-5E-09	-0.1180269	0.2275976	-0.02448048	-0.03650013	0	-0.1	
0.3226	0	-5E-09	-0.1180269	0.2275976	-0.02448048	-0.03646013	0	-0.1	
0.3228	0	-5E-09	-0.1180269	0.2275976	-0.02448048	-0.03642013	0	-0.1	
0.323	0	-5E-09	-0.1180269	0.2275976	-0.02448048	-0.03638013	0	-0.1	
0.3232	0	-5E-09	-0.1180269	0.2275976	-0.02448048	-0.03634013	0	-0.1	
