Time	1FF	1Ia	1Vm	2FF	2Vm	AVm	BIa	BVm	
0.0178	0	-5E-09	-0.07746185	0.00167403	-0.06966519	-0.09739226	0	-0.1	
0.018	0	-5E-09	-0.07746185	0.00167403	-0.06966519	-0.09735335	0	-0.1	
0.0182	0	-5E-09	-0.07746185	0.00167403	-0.06966519	-0.0973144	0	-0.1	
0.0184	0	-5E-09	-0.07746185	0.00167403	-0.06966519	-0.09727541	0	-0.1	
0.0186	0	-5E-09	-0.07746185	0.00167403	-0.06966519	-0.09723638	0	-0.1	
0.0188	0	-5E-09	-0.07746185	0.00167403	-0.06966519	-0.09719731	0	-0.1	
0.019	0	-5E-09	-0.07746185	0.00167403	-0.06966519	-0.09715821	0	-0.1	
0.0192	0	-5E-09	-0.07746185	0.00167403	-0.06966519	-0.09711906	0	-0.1	
0.0194	0	-5E-09	-0.07746185	0.00167403	-0.06966519	-0.0970799	0	-0.1	
0.0196	0	-5E-09	-0.07746185	0.00167403	-0.06966519	-0.09704068	0	-0.1	
0.0198	0	-5E-09	-0.07831261	0.00203655	-0.06959269	-0.09700145	0	-0.1	
0.02	0	-5E-09	-0.07831261	0.00203655	-0.06959269	-0.09696218	0	-0.1	
0.0202	0	-5E-09	-0.07831261	0.00203655	-0.06959269	-0.09692288	0	-0.1	
0.0204	0	-5E-09	-0.07831261	0.00203655	-0.06959269	-0.09688357	0	-0.1	
0.0206	0	-5E-09	-0.07831261	0.00203655	-0.06959269	-0.09684421	0	-0.1	
0.0208	0	-5E-09	-0.07831261	0.00203655	-0.06959269	-0.09680483	0	-0.1	
0.021	0	-5E-09	-0.07831261	0.00203655	-0.06959269	-0.09676544	0	-0.1	
0.0212	0	-5E-09	-0.07831261	0.00203655	-0.06959269	-0.09672602	0	-0.1	
0.0214	0	-5E-09	-0.07831261	0.00203655	-0.06959269	-0.09668656	0	-0.1	
0.0216	0	-5E-09	-0.07831261	0.00203655	-0.06959269	-0.0966471	0	-0.1	
0.0218	0	-5E-09	-0.07914636	0.002431819	-0.06951363	-0.09660761	0	-0.1	
0.022	0	-5E-09	-0.07914636	0.002431819	-0.06951363	-0.0965681	0	-0.1	
0.0222	0	-5E-09	-0.07914636	0.002431819	-0.06951363	-0.09652857	0	-0.1	
0.0224	0	-5E-09	-0.07914636	0.002431819	-0.06951363	-0.09648903	0	-0.1	
0.0226	0	-5E-09	-0.07914636	0.002431819	-0.06951363	-0.09644946	0	-0.1	
0.0228	0	-5E-09	-0.07914636	0.002431819	-0.06951363	-0.09640988	0	-0.1	
0.023	0	-5E-09	-0.07914636	0.002431819	-0.06951363	-0.09637028	0	-0.1	
0.0232	0	-5E-09	-0.07914636	0.002431819	-0.06951363	-0.09633067	0	-0.1	
0.0234	0	-5E-09	-0.07914636	0.002431819	-0.06951363	-0.09629104	0	-0.1	
0.0236	0	-5E-09	-0.07914636	0.002431819	-0.06951363	-0.0962514	0	-0.1	
0.0238	0	-5E-09	-0.07996343	0.002859182	-0.06942816	-0.09621174	0	-0.1	
0.024	0	-5E-09	-0.07996343	0.002859182	-0.06942816	-0.09617206	0	-0.1	
0.0242	0	-5E-09	-0.07996343	0.002859182	-0.06942816	-0.09613238	0	-0.1	
0.0244	0	-5E-09	-0.07996343	0.002859182	-0.06942816	-0.09609269	0	-0.1	
0.0246	0	-5E-09	-0.07996343	0.002859182	-0.06942816	-0.09605298	0	-0.1	
0.0248	0	-5E-09	-0.07996343	0.002859182	-0.06942816	-0.09601326	0	-0.1	
0.025	0	-5E-09	-0.07996343	0.002859182	-0.06942816	-0.09597353	0	-0.1	
0.0252	0	-5E-09	-0.07996343	0.002859182	-0.06942816	-0.09593379	0	-0.1	
0.0254	0	-5E-09	-0.07996343	0.002859182	-0.06942816	-0.09589404	0	-0.1	
0.0256	0	-5E-09	-0.07996343	0.002859182	-0.06942816	-0.09585427	0	-0.1	
0.0258	0	-5E-09	-0.08076416	0.003317998	-0.0693364	-0.0958145	0	-0.1	
0.026	0	-5E-09	-0.08076416	0.003317998	-0.0693364	-0.09577473	0	-0.1	
0.0262	0	-5E-09	-0.08076416	0.003317998	-0.0693364	-0.09573494	0	-0.1	
0.0264	0	-5E-09	-0.08076416	0.003317998	-0.0693364	-0.09569515	0	-0.1	
0.0266	0	-5E-09	-0.08076416	0.003317998	-0.0693364	-0.09565534	0	-0.1	
0.0268	0	-5E-09	-0.08076416	0.003317998	-0.0693364	-0.09561553	0	-0.1	
0.027	0	-5E-09	-0.08076416	0.003317998	-0.0693364	-0.09557571	0	-0.1	
0.0272	0	-5E-09	-0.08076416	0.003317998	-0.0693364	-0.09553588	0	-0.1	
0.0274	0	-5E-09	-0.08076416	0.003317998	-0.0693364	-0.09549604	0	-0.1	
0.0276	0	-5E-09	-0.08076416	0.003317998	-0.0693364	-0.09545621	0	-0.1	
0.0278	0	-5E-09	-0.08154888	0.003807638	-0.06923847	-0.09541636	0	-0.1	
0.028	0	-5E-09	-0.08154888	0.003807638	-0.06923847	-0.09537651	0	-0.1	
0.0282	0	-5E-09	-0.08154888	0.003807638	-0.06923847	-0.09533665	0	-0.1	
0.0284	0	-5E-09	-0.08154888	0.003807638	-0.06923847	-0.09529679	0	-0.1	
0.0286	0	-5E-09	-0.08154888	0.003807638	-0.06923847	-0.09525692	0	-0.1	
0.0288	0	-5E-09	-0.08154888	0.003807638	-0.06923847	-0.09521704	0	-0.1	
0.029	0	-5E-09	-0.08154888	0.003807638	-0.06923847	-0.09517717	0	-0.1	
0.0292	0	-5E-09	-0.08154888	0.003807638	-0.06923847	-0.09513728	0	-0.1	
0.0294	0	-5E-09	-0.08154888	0.003807638	-0.06923847	-0.09509739	0	-0.1	
0.0296	0	-5E-09	-0.08154888	0.003807638	-0.06923847	-0.0950575	0	-0.1	
0.0298	0	-5E-09	-0.0823179	0.004327485	-0.0691345	-0.0950176	0	-0.1	
0.03	0	-5E-09	-0.0823179	0.004327485	-0.0691345	-0.09497771	0	-0.1	
0.0302	0	-5E-09	-0.0823179	0.004327485	-0.0691345	-0.0949378	0	-0.1	
0.0304	0	-5E-09	-0.0823179	0.004327485	-0.0691345	-0.09489789	0	-0.1	
0.0306	0	-5E-09	-0.0823179	0.004327485	-0.0691345	-0.09485798	0	-0.1	
0.0308	0	-5E-09	-0.0823179	0.004327485	-0.0691345	-0.09481806	0	-0.1	
0.031	0	-5E-09	-0.0823179	0.004327485	-0.0691345	-0.09477814	0	-0.1	
0.0312	0	-5E-09	-0.0823179	0.004327485	-0.0691345	-0.09473822	0	-0.1	
0.0314	0	-5E-09	-0.0823179	0.004327485	-0.0691345	-0.09469829	0	-0.1	
0.0316	0	-5E-09	-0.0823179	0.004327485	-0.0691345	-0.09465837	0	-0.1	
0.0318	0	-5E-09	-0.08307154	0.004876936	-0.06902461	-0.09461844	0	-0.1	
0.032	0	-5E-09	-0.08307154	0.004876936	-0.06902461	-0.0945785	0	-0.1	
0.0322	0	-5E-09	-0.08307154	0.004876936	-0.06902461	-0.09453857	0	-0.1	
0.0324	0	-5E-09	-0.08307154	0.004876936	-0.06902461	-0.09449863	0	-0.1	
0.0326	0	-5E-09	-0.08307154	0.004876936	-0.06902461	-0.09445869	0	-0.1	
0.0328	0	-5E-09	-0.08307154	0.004876936	-0.06902461	-0.09441875	0	-0.1	
0.033	0	-5E-09	-0.08307154	0.004876936	-0.06902461	-0.0943788	0	-0.1	
0.0332	0	-5E-09	-0.08307154	0.004876936	-0.06902461	-0.09433885	0	-0.1	
0.0334	0	-5E-09	-0.08307154	0.004876936	-0.06902461	-0.0942989	0	-0.1	
0.0336	0	-5E-09	-0.08307154	0.004876936	-0.06902461	-0.09425895	0	-0.1	
0.0338	0	-5E-09	-0.08381011	0.005455397	-0.06890892	-0.094219	0	-0.1	
0.034	0	-5E-09	-0.08381011	0.005455397	-0.06890892	-0.09417904	0	-0.1	
0.0342	0	-5E-09	-0.08381011	0.005455397	-0.06890892	-0.09413908	0	-0.1	
0.0344	0	-5E-09	-0.08381011	0.005455397	-0.06890892	-0.09409913	0	-0.1	
0.0346	0	-5E-09	-0.08381011	0.005455397	-0.06890892	-0.09405916	0	-0.1	
0.0348	0	-5E-09	-0.08381011	0.005455397	-0.06890892	-0.0940192	0	-0.1	
0.035	0	-5E-09	-0.08381011	0.005455397	-0.06890892	-0.09397924	0	-0.1	
0.0352	0	-5E-09	-0.08381011	0.005455397	-0.06890892	-0.09393927	0	-0.1	
0.0354	0	-5E-09	-0.08381011	0.005455397	-0.06890892	-0.09389931	0	-0.1	
0.0356	0	-5E-09	-0.08381011	0.005455397	-0.06890892	-0.09385934	0	-0.1	
0.0358	0	-5E-09	-0.08453391	0.00606229	-0.06878754	-0.09381937	0	-0.1	
0.036	0	-5E-09	-0.08453391	0.00606229	-0.06878754	-0.0937794	0	-0.1	
0.0362	0	-5E-09	-0.08453391	0.00606229	-0.06878754	-0.09373943	0	-0.1	
0.0364	0	-5E-09	-0.08453391	0.00606229	-0.06878754	-0.09369946	0	-0.1	
0.0366	0	-5E-09	-0.08453391	0.00606229	-0.06878754	-0.09365948	0	-0.1	
0.0368	0	-5E-09	-0.08453391	0.00606229	-0.06878754	-0.09361951	0	-0.1	
0.037	0	-5E-09	-0.08453391	0.00606229	-0.06878754	-0.09357953	0	-0.1	
0.0372	0	-5E-09	-0.08453391	0.00606229	-0.06878754	-0.09353956	0	-0.1	
0.0374	0	-5E-09	-0.08453391	0.00606229	-0.06878754	-0.09349958	0	-0.1	
0.0376	0	-5E-09	-0.08453391	0.00606229	-0.06878754	-0.0934596	0	-0.1	
0.0378	0	-5E-09	-0.08524323	0.006697043	-0.06866059	-0.09341963	0	-0.1	
0.038	0	-5E-09	-0.08524323	0.006697043	-0.06866059	-0.09337964	0	-0.1	
0.0382	0	-5E-09	-0.08524323	0.006697043	-0.06866059	-0.09333966	0	-0.1	
0.0384	0	-5E-09	-0.08524323	0.006697043	-0.06866059	-0.09329968	0	-0.1	
0.0386	0	-5E-09	-0.08524323	0.006697043	-0.06866059	-0.0932597	0	-0.1	
0.0388	0	-5E-09	-0.08524323	0.006697043	-0.06866059	-0.09321971	0	-0.1	
0.039	0	-5E-09	-0.08524323	0.006697043	-0.06866059	-0.09317973	0	-0.1	
0.0392	0	-5E-09	-0.08524323	0.006697043	-0.06866059	-0.09313975	0	-0.1	
0.0394	0	-5E-09	-0.08524323	0.006697043	-0.06866059	-0.09309977	0	-0.1	
0.0396	0	-5E-09	-0.08524323	0.006697043	-0.06866059	-0.09305978	0	-0.1	
0.0398	0	-5E-09	-0.08593836	0.007359102	-0.06852818	-0.09301979	0	-0.1	
0.04	0	-5E-09	-0.08593836	0.007359102	-0.06852818	-0.0929798	0	-0.1	
0.0402	0	-5E-09	-0.08593836	0.007359102	-0.06852818	-0.09293982	0	-0.1	
0.0404	0	-5E-09	-0.08593836	0.007359102	-0.06852818	-0.09289983	0	-0.1	
0.0406	0	-5E-09	-0.08593836	0.007359102	-0.06852818	-0.09285984	0	-0.1	
0.0408	0	-5E-09	-0.08593836	0.007359102	-0.06852818	-0.09281985	0	-0.1	
0.041	0	-5E-09	-0.08593836	0.007359102	-0.06852818	-0.09277987	0	-0.1	
0.0412	0	-5E-09	-0.08593836	0.007359102	-0.06852818	-0.09273987	0	-0.1	
0.0414	0	-5E-09	-0.08593836	0.007359102	-0.06852818	-0.09269989	0	-0.1	
0.0416	0	-5E-09	-0.08593836	0.007359102	-0.06852818	-0.0926599	0	-0.1	
0.0418	0	-5E-09	-0.0866196	0.008047921	-0.06839041	-0.0926199	0	-0.1	
0.042	0	-5E-09	-0.0866196	0.008047921	-0.06839041	-0.09257992	0	-0.1	
0.0422	0	-5E-09	-0.0866196	0.008047921	-0.06839041	-0.09253992	0	-0.1	
0.0424	0	-5E-09	-0.0866196	0.008047921	-0.06839041	-0.09249993	0	-0.1	
0.0426	0	-5E-09	-0.0866196	0.008047921	-0.06839041	-0.09245994	0	-0.1	
0.0428	0	-5E-09	-0.0866196	0.008047921	-0.06839041	-0.09241994	0	-0.1	
0.043	0	-5E-09	-0.0866196	0.008047921	-0.06839041	-0.09237995	0	-0.1	
0.0432	0	-5E-09	-0.0866196	0.008047921	-0.06839041	-0.09233996	0	-0.1	
0.0434	0	-5E-09	-0.0866196	0.008047921	-0.06839041	-0.09229997	0	-0.1	
0.0436	0	-5E-09	-0.0866196	0.008047921	-0.06839041	-0.09225997	0	-0.1	
0.0438	0	-5E-09	-0.0872872	0.008762962	-0.06824741	-0.09221998	0	-0.1	
0.044	0	-5E-09	-0.0872872	0.008762962	-0.06824741	-0.09217998	0	-0.1	
0.0442	0	-5E-09	-0.0872872	0.008762962	-0.06824741	-0.09213999	0	-0.1	
0.0444	0	-5E-09	-0.0872872	0.008762962	-0.06824741	-0.09209999	0	-0.1	
0.0446	0	-5E-09	-0.0872872	0.008762962	-0.06824741	-0.09206	0	-0.1	
0.0448	0	-5E-09	-0.0872872	0.008762962	-0.06824741	-0.09202	0	-0.1	
0.045	0	-5E-09	-0.0872872	0.008762962	-0.06824741	-0.09198001	0	-0.1	
0.0452	0	-5E-09	-0.0872872	0.008762962	-0.06824741	-0.09194002	0	-0.1	
0.0454	0	-5E-09	-0.0872872	0.008762962	-0.06824741	-0.09190002	0	-0.1	
0.0456	0	-5E-09	-0.0872872	0.008762962	-0.06824741	-0.09186003	0	-0.1	
0.0458	0	-5E-09	-0.08794146	0.009503703	-0.06809926	-0.09182003	0	-0.1	
0.046	0	-5E-09	-0.08794146	0.009503703	-0.06809926	-0.09178004	0	-0.1	
0.0462	0	-5E-09	-0.08794146	0.009503703	-0.06809926	-0.09174004	0	-0.1	
0.0464	0	-5E-09	-0.08794146	0.009503703	-0.06809926	-0.09170004	0	-0.1	
0.0466	0	-5E-09	-0.08794146	0.009503703	-0.06809926	-0.09166005	0	-0.1	
0.0468	0	-5E-09	-0.08794146	0.009503703	-0.06809926	-0.09162005	0	-0.1	
0.047	0	-5E-09	-0.08794146	0.009503703	-0.06809926	-0.09158006	0	-0.1	
0.0472	0	-5E-09	-0.08794146	0.009503703	-0.06809926	-0.09154005	0	-0.1	
0.0474	0	-5E-09	-0.08794146	0.009503703	-0.06809926	-0.09150006	0	-0.1	
0.0476	0	-5E-09	-0.08794146	0.009503703	-0.06809926	-0.09146006	0	-0.1	
0.0478	0	-5E-09	-0.08858263	0.01026963	-0.06794608	-0.09142006	0	-0.1	
0.048	0	-5E-09	-0.08858263	0.01026963	-0.06794608	-0.09138007	0	-0.1	
0.0482	0	-5E-09	-0.08858263	0.01026963	-0.06794608	-0.09134007	0	-0.1	
0.0484	0	-5E-09	-0.08858263	0.01026963	-0.06794608	-0.09130007	0	-0.1	
0.0486	0	-5E-09	-0.08858263	0.01026963	-0.06794608	-0.09126008	0	-0.1	
0.0488	0	-5E-09	-0.08858263	0.01026963	-0.06794608	-0.09122007	0	-0.1	
0.049	0	-5E-09	-0.08858263	0.01026963	-0.06794608	-0.09118008	0	-0.1	
0.0492	0	-5E-09	-0.08858263	0.01026963	-0.06794608	-0.09114008	0	-0.1	
0.0494	0	-5E-09	-0.08858263	0.01026963	-0.06794608	-0.09110008	0	-0.1	
0.0496	0	-5E-09	-0.08858263	0.01026963	-0.06794608	-0.09106009	0	-0.1	
0.0498	0	-5E-09	-0.08921098	0.01106024	-0.06778795	-0.09102008	0	-0.1	
0.05	0	-5E-09	-0.08921098	0.01106024	-0.06778795	-0.09098009	0	-0.1	
0.0502	0	-5E-09	-0.08921098	0.01106024	-0.06778795	-0.09094009	0	-0.1	
0.0504	0	-5E-09	-0.08921098	0.01106024	-0.06778795	-0.09090009	0	-0.1	
0.0506	0	-5E-09	-0.08921098	0.01106024	-0.06778795	-0.09086009	0	-0.1	
0.0508	0	-5E-09	-0.08921098	0.01106024	-0.06778795	-0.0908201	0	-0.1	
0.051	0	-5E-09	-0.08921098	0.01106024	-0.06778795	-0.09078009	0	-0.1	
0.0512	0	-5E-09	-0.08921098	0.01106024	-0.06778795	-0.0907401	0	-0.1	
0.0514	0	-5E-09	-0.08921098	0.01106024	-0.06778795	-0.0907001	0	-0.1	
0.0516	0	-5E-09	-0.08921098	0.01106024	-0.06778795	-0.0906601	0	-0.1	
0.0518	0	-5E-09	-0.08982676	0.01187503	-0.06762499	-0.0906201	0	-0.1	
0.052	0	-5E-09	-0.08982676	0.01187503	-0.06762499	-0.09058011	0	-0.1	
0.0522	0	-5E-09	-0.08982676	0.01187503	-0.06762499	-0.0905401	0	-0.1	
0.0524	0	-5E-09	-0.08982676	0.01187503	-0.06762499	-0.09050011	0	-0.1	
0.0526	0	-5E-09	-0.08982676	0.01187503	-0.06762499	-0.09046011	0	-0.1	
0.0528	0	-5E-09	-0.08982676	0.01187503	-0.06762499	-0.0904201	0	-0.1	
0.053	0	-5E-09	-0.08982676	0.01187503	-0.06762499	-0.09038011	0	-0.1	
0.0532	0	-5E-09	-0.08982676	0.01187503	-0.06762499	-0.09034011	0	-0.1	
0.0534	0	-5E-09	-0.08982676	0.01187503	-0.06762499	-0.09030011	0	-0.1	
0.0536	0	-5E-09	-0.08982676	0.01187503	-0.06762499	-0.09026011	0	-0.1	
0.0538	0	-5E-09	-0.09043023	0.01271353	-0.0674573	-0.09022012	0	-0.1	
0.054	0	-5E-09	-0.09043023	0.01271353	-0.0674573	-0.09018011	0	-0.1	
0.0542	0	-5E-09	-0.09043023	0.01271353	-0.0674573	-0.09014011	0	-0.1	
0.0544	0	-5E-09	-0.09043023	0.01271353	-0.0674573	-0.09010012	0	-0.1	
0.0546	0	-5E-09	-0.09043023	0.01271353	-0.0674573	-0.09006011	0	-0.1	
0.0548	0	-5E-09	-0.09043023	0.01271353	-0.0674573	-0.09002011	0	-0.1	
0.055	0	-5E-09	-0.09043023	0.01271353	-0.0674573	-0.08998012	0	-0.1	
0.0552	0	-5E-09	-0.09043023	0.01271353	-0.0674573	-0.08994012	0	-0.1	
0.0554	0	-5E-09	-0.09043023	0.01271353	-0.0674573	-0.08990012	0	-0.1	
0.0556	0	-5E-09	-0.09043023	0.01271353	-0.0674573	-0.08986012	0	-0.1	
0.0558	0	-5E-09	-0.09102162	0.01357526	-0.06728495	-0.08982012	0	-0.1	
0.056	0	-5E-09	-0.09102162	0.01357526	-0.06728495	-0.08978012	0	-0.1	
0.0562	0	-5E-09	-0.09102162	0.01357526	-0.06728495	-0.08974012	0	-0.1	
0.0564	0	-5E-09	-0.09102162	0.01357526	-0.06728495	-0.08970012	0	-0.1	
0.0566	0	-5E-09	-0.09102162	0.01357526	-0.06728495	-0.08966012	0	-0.1	
0.0568	0	-5E-09	-0.09102162	0.01357526	-0.06728495	-0.08962012	0	-0.1	
0.057	0	-5E-09	-0.09102162	0.01357526	-0.06728495	-0.08958013	0	-0.1	
0.0572	0	-5E-09	-0.09102162	0.01357526	-0.06728495	-0.08954012	0	-0.1	
0.0574	0	-5E-09	-0.09102162	0.01357526	-0.06728495	-0.08950012	0	-0.1	
0.0576	0	-5E-09	-0.09102162	0.01357526	-0.06728495	-0.08946013	0	-0.1	
0.0578	0	-5E-09	-0.09160119	0.01445976	-0.06710805	-0.08942012	0	-0.1	
0.058	0	-5E-09	-0.09160119	0.01445976	-0.06710805	-0.08938012	0	-0.1	
0.0582	0	-5E-09	-0.09160119	0.01445976	-0.06710805	-0.08934013	0	-0.1	
0.0584	0	-5E-09	-0.09160119	0.01445976	-0.06710805	-0.08930013	0	-0.1	
